Id,Weekly_Sales
1_6_2013-01-25,2596.6044999999986
1_6_2013-02-01,3711.902400000001
1_6_2013-02-08,4635.748066666666
1_6_2013-02-15,3598.168999999999
1_6_2013-02-22,3644.1928000000007
1_6_2013-03-01,3859.7002000000025
1_6_2013-03-08,3673.5984666666673
1_6_2013-03-15,3542.487199999999
1_6_2013-03-22,3624.919500000001
1_6_2013-03-29,3529.773699999999
1_6_2013-04-05,3756.516699999999
1_6_2013-04-12,3591.2861666666663
1_6_2013-04-19,3560.581400000001
1_6_2013-04-26,3556.9765
1_6_2013-05-03,4510.33493815629
1_6_2013-05-10,4442.343834310136
1_6_2013-05-17,4457.428124310138
1_6_2013-05-24,4341.284382881564
1_6_2013-05-31,4310.918003394384
1_6_2013-06-07,4211.377444310136
1_6_2013-06-14,4091.786846214899
1_6_2013-06-21,4200.243823141303
1_6_2013-06-28,4124.936636511267
1_6_2013-07-05,4088.3823598445993
1_6_2013-07-12,3928.9242579032084
1_6_2013-07-19,3962.469452524421
1_6_2013-07-26,3894.8322539529922
1_7_2012-11-02,22346.786600000007
1_7_2012-11-09,22551.0046
1_7_2012-11-16,22282.1679
1_7_2012-11-23,67725.23439999991
1_7_2012-11-30,55120.925299999944
1_7_2012-12-07,46967.86950000003
1_7_2012-12-14,72477.17849999995
1_7_2012-12-21,115955.07810000013
1_7_2012-12-28,68298.42799999996
1_7_2013-01-04,12678.5063
1_7_2013-01-11,10727.102400000002
1_7_2013-01-18,10638.7186
1_7_2013-01-25,11157.173999999999
1_7_2013-02-01,17313.09599999999
1_7_2013-02-08,20508.206080000014
1_7_2013-02-15,19988.897233333355
1_7_2013-02-22,19165.45320000003
1_7_2013-03-01,19657.003399999994
1_7_2013-03-08,20558.483580000007
1_7_2013-03-15,21067.76810000002
1_7_2013-03-22,19429.214800000027
1_7_2013-03-29,19744.983700000008
1_7_2013-04-05,23624.43216666667
1_7_2013-04-12,22182.575666666682
1_7_2013-04-19,20380.29880000002
1_7_2013-04-26,19803.009900000012
1_7_2013-05-03,24001.51934166667
1_7_2013-05-10,23449.571121428584
1_7_2013-05-17,23456.98681964288
1_7_2013-05-24,30693.612457142863
1_7_2013-05-31,31139.2298
1_7_2013-06-07,32189.0111214286
1_7_2013-06-14,29133.495107142888
1_7_2013-06-21,27668.07690714288
1_7_2013-06-28,27044.063350000004
1_7_2013-07-05,26860.620450000013
1_7_2013-07-12,21925.865499999993
1_7_2013-07-19,21616.131424999992
1_7_2013-07-26,21365.061436666663
1_8_2012-11-02,41000.27869999999
1_8_2012-11-09,39064.13640000002
1_8_2012-11-16,38294.123400000026
1_8_2012-11-23,35868.23320000001
1_8_2012-11-30,37179.5021
1_8_2012-12-07,38174.66679999998
1_8_2012-12-14,37889.11609999997
1_8_2012-12-21,39870.534200000024
1_8_2012-12-28,34333.68419999995
1_8_2013-01-04,40673.977600000006
1_8_2013-01-11,37504.6715
1_8_2013-01-18,37465.7526
1_8_2013-01-25,37706.221900000004
1_8_2013-02-01,40548.36560000003
1_8_2013-02-08,39438.9441
1_8_2013-02-15,37514.82549999999
1_8_2013-02-22,37476.3768
1_8_2013-03-01,40699.36470000001
1_8_2013-03-08,39539.872899999995
1_8_2013-03-15,37421.937399999995
1_8_2013-03-22,37293.19869999999
1_8_2013-03-29,37651.08539999999
1_8_2013-04-05,41443.2637
1_8_2013-04-12,37645.2726
1_8_2013-04-19,37633.05439999999
1_8_2013-04-26,38205.4549
1_8_2013-05-03,38374.46490000001
1_8_2013-05-10,36376.05253333334
1_8_2013-05-17,35962.1588375
1_8_2013-05-24,35707.55530535714
1_8_2013-05-31,36219.762767857144
1_8_2013-06-07,38115.182899999985
1_8_2013-06-14,35737.94818749999
1_8_2013-06-21,35790.57969964285
1_8_2013-06-28,35948.39366214285
1_8_2013-07-05,38555.69874999999
1_8_2013-07-12,35847.23774999999
1_8_2013-07-19,35653.32564464286
1_8_2013-07-26,35591.8672079762
1_9_2012-11-02,42764.045200000044
1_9_2012-11-09,37771.41969999998
1_9_2012-11-16,35158.02544999999
1_9_2012-11-23,40843.14620000001
1_9_2012-11-30,37665.41550000002
1_9_2012-12-07,31873.93909999998
1_9_2012-12-14,32814.46279999997
1_9_2012-12-21,41289.52479999999
1_9_2012-12-28,34914.648199999996
1_9_2013-01-04,20352.12620000001
1_9_2013-01-11,18056.53900000001
1_9_2013-01-18,17054.42470000001
1_9_2013-01-25,17007.50390000001
1_9_2013-02-01,22834.595100000013
1_9_2013-02-08,25967.842899999985
1_9_2013-02-15,28004.186699999995
1_9_2013-02-22,30049.602049999998
1_9_2013-03-01,33771.70669999999
1_9_2013-03-08,33648.73879999998
1_9_2013-03-15,34344.84479999998
1_9_2013-03-22,34064.88367444444
1_9_2013-03-29,36156.68167777778
1_9_2013-04-05,34286.751899999974
1_9_2013-04-12,31582.030774999992
1_9_2013-04-19,30136.610026262635
1_9_2013-04-26,31006.86600277777
1_9_2013-05-03,31225.879331904747
1_9_2013-05-10,29854.510894682528
1_9_2013-05-17,28679.736830468984
1_9_2013-05-24,29204.73229412698
1_9_2013-05-31,36325.08516111113
1_9_2013-06-07,32186.49106515871
1_9_2013-06-14,29455.25420555555
1_9_2013-06-21,28431.069176342004
1_9_2013-06-28,28815.65652619046
1_9_2013-07-05,30809.129716666626
1_9_2013-07-12,25754.248368055545
1_9_2013-07-19,24494.248527857148
1_9_2013-07-26,24946.966380634905
1_10_2012-11-02,30580.567499999972
1_10_2012-11-09,29749.42259999998
1_10_2012-11-16,28783.109339999966
1_10_2012-11-23,31402.70749999997
1_10_2012-11-30,30376.077999999994
1_10_2012-12-07,31993.2065
1_10_2012-12-14,31047.321100000005
1_10_2012-12-21,31859.07199999998
1_10_2012-12-28,29344.172299999977
1_10_2013-01-04,28706.644600000003
1_10_2013-01-11,25261.86899999998
1_10_2013-01-18,25220.822300000003
1_10_2013-01-25,25162.007400000002
1_10_2013-02-01,33730.914716666644
1_10_2013-02-08,35170.50259999996
1_10_2013-02-15,35179.536319999985
1_10_2013-02-22,35678.55599999996
1_10_2013-03-01,35885.33831666667
1_10_2013-03-08,35361.37782000001
1_10_2013-03-15,34483.595819999995
1_10_2013-03-22,34609.598599999976
1_10_2013-03-29,37440.30289999996
1_10_2013-04-05,34765.123103333346
1_10_2013-04-12,31187.51139499997
1_10_2013-04-19,30606.31616999997
1_10_2013-04-26,30263.47882499998
1_10_2013-05-03,34200.13570416666
1_10_2013-05-10,32357.145730833334
1_10_2013-05-17,30655.390471309507
1_10_2013-05-24,30911.916074642846
1_10_2013-05-31,33868.39454749998
1_10_2013-06-07,34261.565904166666
1_10_2013-06-14,31237.905010833332
1_10_2013-06-21,30766.530624087303
1_10_2013-06-28,30959.910701944413
1_10_2013-07-05,34423.992620833335
1_10_2013-07-12,31131.334538849216
1_10_2013-07-19,30285.425783134924
1_10_2013-07-26,30392.56688099203
1_11_2012-11-02,24931.135500000008
1_11_2012-11-09,22892.531900000005
1_11_2012-11-16,22061.22110000001
1_11_2012-11-23,29006.761299999995
1_11_2012-11-30,28518.248000000003
1_11_2012-12-07,35258.09180000002
1_11_2012-12-14,30283.024200000007
1_11_2012-12-21,31018.06879999999
1_11_2012-12-28,26175.297199999997
1_11_2013-01-04,25966.57059999998
1_11_2013-01-11,25489.129499999995
1_11_2013-01-18,23750.352700000014
1_11_2013-01-25,23214.54350000001
1_11_2013-02-01,25805.494899999983
1_11_2013-02-08,25998.195
1_11_2013-02-15,24769.211900000006
1_11_2013-02-22,23880.577100000006
1_11_2013-03-01,25988.96469999998
1_11_2013-03-08,25883.909099999983
1_11_2013-03-15,24932.993999999995
1_11_2013-03-22,24663.128599999993
1_11_2013-03-29,24821.87619999999
1_11_2013-04-05,26908.237399999984
1_11_2013-04-12,25423.550399999996
1_11_2013-04-19,24120.652000000002
1_11_2013-04-26,24205.37349999999
1_11_2013-05-03,26781.494649999986
1_11_2013-05-10,26080.32432272726
1_11_2013-05-17,24932.657533838377
1_11_2013-05-24,29087.087824999988
1_11_2013-05-31,33734.89115000001
1_11_2013-06-07,34551.97735833335
1_11_2013-06-14,32980.69840595236
1_11_2013-06-21,32540.68240595236
1_11_2013-06-28,36457.389225000006
1_11_2013-07-05,32442.001125000003
1_11_2013-07-12,28576.384074999998
1_11_2013-07-19,28241.872774999985
1_11_2013-07-26,30130.043224999987
1_12_2012-11-02,9522.418199999996
1_12_2012-11-09,9635.296699999995
1_12_2012-11-16,9209.455999999998
1_12_2012-11-23,8281.567599999995
1_12_2012-11-30,8180.907399999997
1_12_2012-12-07,8027.3184
1_12_2012-12-14,8008.822399999997
1_12_2012-12-21,8118.354800000004
1_12_2012-12-28,7871.859800000001
1_12_2013-01-04,9019.596299999997
1_12_2013-01-11,8984.349199999997
1_12_2013-01-18,9065.352099999996
1_12_2013-01-25,8811.113200000002
1_12_2013-02-01,9425.464499999993
1_12_2013-02-08,9428.369399999989
1_12_2013-02-15,9976.936899999992
1_12_2013-02-22,11097.443200000003
1_12_2013-03-01,11934.774900000004
1_12_2013-03-08,11713.539700000007
1_12_2013-03-15,11467.416700000009
1_12_2013-03-22,11688.852900000005
1_12_2013-03-29,11691.686299999996
1_12_2013-04-05,12026.280000000004
1_12_2013-04-12,11369.770899999998
1_12_2013-04-19,11475.506400000002
1_12_2013-04-26,11896.7897
1_12_2013-05-03,12326.266500000002
1_12_2013-05-10,11630.660699999999
1_12_2013-05-17,11562.291899999997
1_12_2013-05-24,11773.9853
1_12_2013-05-31,11731.688799999996
1_12_2013-06-07,12157.977200000001
1_12_2013-06-14,10863.851999999999
1_12_2013-06-21,11119.5974
1_12_2013-06-28,11320.524999999996
1_12_2013-07-05,12128.990199999998
1_12_2013-07-12,10906.587600000003
1_12_2013-07-19,11319.632200000007
1_12_2013-07-26,11295.823999999999
1_13_2012-11-02,43492.34719999999
1_13_2012-11-09,40807.481700000026
1_13_2012-11-16,38561.80139999997
1_13_2012-11-23,38640.2249
1_13_2012-11-30,38985.446299999996
1_13_2012-12-07,42037.3398
1_13_2012-12-14,37051.33399999999
1_13_2012-12-21,37640.54749999999
1_13_2012-12-28,37093.81810000001
1_13_2013-01-04,43778.6804
1_13_2013-01-11,39464.87000000002
1_13_2013-01-18,39056.38379999998
1_13_2013-01-25,39091.350199999986
1_13_2013-02-01,42726.69019999996
1_13_2013-02-08,42570.44760000005
1_13_2013-02-15,39073.06510000001
1_13_2013-02-22,39172.594200000014
1_13_2013-03-01,42726.69019999996
1_13_2013-03-08,42483.17230000005
1_13_2013-03-15,38895.1357
1_13_2013-03-22,38937.916999999994
1_13_2013-03-29,39130.473699999995
1_13_2013-04-05,43821.266999999985
1_13_2013-04-12,39033.799399999996
1_13_2013-04-19,38891.18159999997
1_13_2013-04-26,38874.34859999997
1_13_2013-05-03,42185.20879999998
1_13_2013-05-10,39270.23780000001
1_13_2013-05-17,37954.29809999999
1_13_2013-05-24,37852.114499999996
1_13_2013-05-31,37972.44399999999
1_13_2013-06-07,41918.38099999998
1_13_2013-06-14,38483.284200000024
1_13_2013-06-21,38550.50920000002
1_13_2013-06-28,38100.007200000015
1_13_2013-07-05,42286.0975
1_13_2013-07-12,38245.886000000006
1_13_2013-07-19,38419.2518
1_13_2013-07-26,38287.5437
1_14_2012-11-02,13046.013839642857
1_14_2012-11-09,13140.647377926363
1_14_2012-11-16,16463.646399999994
1_14_2012-11-23,35361.24610000002
1_14_2012-11-30,28601.02480000001
1_14_2012-12-07,21261.2326
1_14_2012-12-14,23770.086600000006
1_14_2012-12-21,39898.87720000006
1_14_2012-12-28,29887.838400000022
1_14_2013-01-04,15132.603500000003
1_14_2013-01-11,14596.1198
1_14_2013-01-18,13838.331199999997
1_14_2013-01-25,13331.629400000009
1_14_2013-02-01,16549.939900000012
1_14_2013-02-08,17118.048700000014
1_14_2013-02-15,17256.75680000002
1_14_2013-02-22,16668.05090000001
1_14_2013-03-01,17303.10920000001
1_14_2013-03-08,16045.176200000014
1_14_2013-03-15,14336.31503333335
1_14_2013-03-22,13869.313833333345
1_14_2013-03-29,14754.334500000014
1_14_2013-04-05,15637.651600000008
1_14_2013-04-12,14694.578500000012
1_14_2013-04-19,14487.947600000009
1_14_2013-04-26,14450.90240000001
1_14_2013-05-03,13452.571766666677
1_14_2013-05-10,12923.622336666673
1_14_2013-05-17,12758.715136666675
1_14_2013-05-24,12610.132561666676
1_14_2013-05-31,12675.161061666675
1_14_2013-06-07,13318.13824166667
1_14_2013-06-14,12705.447961666665
1_14_2013-06-21,12530.327761666667
1_14_2013-06-28,12787.414161666673
1_14_2013-07-05,13564.780000000006
1_14_2013-07-12,12807.0943963447
1_14_2013-07-19,12169.706308365576
1_14_2013-07-26,11945.399218954231
1_16_2012-11-02,7421.6282999999985
1_16_2012-11-09,6647.243100000001
1_16_2012-11-16,6272.7633
1_16_2012-11-23,7999.381799999994
1_16_2012-11-30,7003.656000000002
1_16_2012-12-07,5375.474299999997
1_16_2012-12-14,5302.610499999998
1_16_2012-12-21,5945.458800000004
1_16_2012-12-28,5851.1748
1_16_2013-01-04,11422.730899999999
1_16_2013-01-11,11445.392800000003
1_16_2013-01-18,11377.290100000007
1_16_2013-01-25,12023.923799999999
1_16_2013-02-01,15308.268800000002
1_16_2013-02-08,17118.572400000012
1_16_2013-02-15,17636.977800000026
1_16_2013-02-22,22623.225000000013
1_16_2013-03-01,28601.259900000012
1_16_2013-03-08,30305.887300000028
1_16_2013-03-15,43288.479800000016
1_16_2013-03-22,45334.03000000005
1_16_2013-03-29,51925.61130000002
1_16_2013-04-05,55913.90850000004
1_16_2013-04-12,52027.61360000005
1_16_2013-04-19,45397.45290000001
1_16_2013-04-26,43395.15788181819
1_16_2013-05-03,39870.18294833335
1_16_2013-05-10,38561.154080880246
1_16_2013-05-17,37852.58171532469
1_16_2013-05-24,42593.04006984847
1_16_2013-05-31,42945.924860151514
1_16_2013-06-07,37302.09343632397
1_16_2013-06-14,36453.69766892136
1_16_2013-06-21,35972.02947169915
1_16_2013-06-28,35406.80033419914
1_16_2013-07-05,36124.6271653788
1_16_2013-07-12,27496.58841333334
1_16_2013-07-19,25790.56981333334
1_16_2013-07-26,23990.68270222224
1_17_2012-11-02,8027.088562579369
1_17_2012-11-09,8137.347048412705
1_17_2012-11-16,8667.570000000005
1_17_2012-11-23,13008.8689
1_17_2012-11-30,12687.353599999995
1_17_2012-12-07,11443.561799999994
1_17_2012-12-14,12801.318699999996
1_17_2012-12-21,15971.325499999995
1_17_2012-12-28,11746.033199999987
1_17_2013-01-04,8931.867599999996
1_17_2013-01-11,9024.936599999997
1_17_2013-01-18,8745.364699999998
1_17_2013-01-25,8154.818799999999
1_17_2013-02-01,9335.032099999997
1_17_2013-02-08,10150.679899999992
1_17_2013-02-15,10367.369312499997
1_17_2013-02-22,9551.237400000002
1_17_2013-03-01,10443.146600000005
1_17_2013-03-08,10248.966649999997
1_17_2013-03-15,8870.250572500005
1_17_2013-03-22,8267.679374235215
1_17_2013-03-29,8356.660737251084
1_17_2013-04-05,8543.803415000002
1_17_2013-04-12,8261.448502500001
1_17_2013-04-19,8441.893099393947
1_17_2013-04-26,8279.737172235547
1_17_2013-05-03,25033.33727471862
1_17_2013-05-10,24937.20493916306
1_17_2013-05-17,25221.708104251855
1_17_2013-05-24,24505.035247022424
1_17_2013-05-31,23582.367082294382
1_17_2013-06-07,24790.9076597114
1_17_2013-06-14,24715.456670651565
1_17_2013-06-21,24449.96367813354
1_17_2013-06-28,23276.035960919922
1_17_2013-07-05,24876.369801321795
1_17_2013-07-12,24891.06989027783
1_17_2013-07-19,25117.813976648686
1_17_2013-07-26,24430.525201491357
1_18_2012-11-02,12527.802950000001
1_18_2012-11-09,10390.329112142865
1_18_2012-11-16,13501.443150000001
1_18_2012-11-23,27400.003000000008
1_18_2012-11-30,23578.653899999998
1_18_2012-12-07,36072.18459999998
1_18_2012-12-14,29673.745300000013
1_18_2012-12-21,24188.6931
1_18_2012-12-28,19804.3978
1_18_2013-01-04,5999.942666426767
1_18_2013-01-11,2503.0484948339304
1_18_2013-01-18,4599.311657771746
1_18_2013-01-25,1837.998825940365
1_18_2013-02-01,4160.017727583665
1_18_2013-02-08,12160.996044318168
1_18_2013-02-15,20441.169012500017
1_18_2013-02-22,6207.157571190479
1_18_2013-03-01,2316.952648874459
1_18_2013-03-08,2286.1314510997336
1_18_2013-03-15,1840.5446115247832
1_18_2013-03-22,5191.593293693531
1_18_2013-03-29,2782.284833333332
1_18_2013-04-05,6585.148644908424
1_18_2013-04-12,2587.891418566433
1_18_2013-04-19,428.290325952381
1_18_2013-04-26,23.89069999999997
1_18_2013-05-03,187.15718333333334
1_18_2013-05-10,208.0453324747475
1_18_2013-05-17,209.72386160518232
1_18_2013-05-24,202.63111160518224
1_18_2013-06-07,209.87101160518236
1_18_2013-07-05,209.87101160518236
1_19_2012-11-02,1478.8016999999986
1_19_2012-11-09,1494.5333666666652
1_19_2012-11-16,1475.630999999999
1_19_2012-11-23,1455.4457999999995
1_19_2012-11-30,1431.3447999999992
1_19_2012-12-07,1507.347299999999
1_19_2012-12-14,1490.985999999999
1_19_2012-12-21,1560.5577999999991
1_19_2012-12-28,1340.3786999999998
1_19_2013-01-04,1234.7640999999996
1_19_2013-01-11,1333.5292
1_19_2013-01-18,1248.6902961538462
1_19_2013-01-25,1244.3090766666664
1_19_2013-02-01,1308.6955888888883
1_19_2013-02-08,1336.5682799999995
1_19_2013-02-15,1318.6893666666663
1_19_2013-02-22,1362.0233695238092
1_19_2013-03-01,1389.8971888888884
1_19_2013-03-08,1418.379168888888
1_19_2013-03-15,1342.7793666666662
1_19_2013-03-22,1371.6655695238092
1_19_2013-03-29,1330.4844766666665
1_19_2013-04-05,1381.757568888888
1_19_2013-04-12,1399.1618666666661
1_19_2013-04-19,1373.2693766666664
1_19_2013-04-26,1348.8477766666663
1_19_2013-05-03,1226.0264927777778
1_19_2013-05-10,1267.5339810317462
1_19_2013-05-17,1229.991489246032
1_19_2013-05-24,1153.8773367428405
1_19_2013-05-31,1124.7362741634756
1_19_2013-06-07,1191.9013138346622
1_19_2013-06-14,1159.5301450364911
1_19_2013-06-21,1174.029333171412
1_19_2013-06-28,1144.4796741634755
1_19_2013-07-05,1197.2883495013284
1_19_2013-07-12,1179.452994393634
1_19_2013-07-19,1176.2413435603005
1_19_2013-07-26,1160.768102687285
1_20_2012-11-02,3205.2300160173177
1_20_2012-11-09,3161.0653111958877
1_20_2012-11-16,3138.4558699087943
1_20_2012-11-23,4758.789969047623
1_20_2012-11-30,3402.4296769101743
1_20_2012-12-07,3310.113338130954
1_20_2012-12-14,3389.412193392858
1_20_2012-12-21,4394.40372619048
1_20_2012-12-28,4150.589560714292
1_20_2013-01-04,4223.063373514135
1_20_2013-01-11,4135.952198514134
1_20_2013-01-18,4071.436221133181
1_20_2013-01-25,3945.056719662592
1_20_2013-02-01,4717.270990935573
1_20_2013-02-08,5208.152484673373
1_20_2013-02-15,4673.827120489881
1_20_2013-02-22,4594.413687670085
1_20_2013-03-01,5026.9491343699165
1_20_2013-03-08,5209.066347133689
1_20_2013-03-15,4328.575765576248
1_20_2013-03-22,4209.027404098153
1_20_2013-03-29,4403.875310050534
1_20_2013-04-05,4144.249032023897
1_20_2013-04-12,4077.021723157867
1_20_2013-04-19,4148.919762075445
1_20_2013-04-26,4248.368654639547
1_20_2013-05-03,4868.709568313987
1_20_2013-05-10,4832.885732604848
1_20_2013-05-17,4841.99161847151
1_20_2013-05-24,5059.859866141378
1_20_2013-05-31,5075.179571632847
1_20_2013-06-07,5348.615408747428
1_20_2013-06-14,4903.594473095862
1_20_2013-06-21,5029.423285243715
1_20_2013-06-28,5085.373901602877
1_20_2013-07-05,5568.535844994616
1_20_2013-07-12,4893.501854976677
1_20_2013-07-19,4904.8545442316445
1_20_2013-07-26,4731.821801900937
1_21_2012-11-02,7692.416660606064
1_21_2012-11-09,7761.191376648116
1_21_2012-11-16,7907.204536004096
1_21_2012-11-23,9655.497455555553
1_21_2012-11-30,8623.02795
