Id,Weekly_Sales
1_12_2013-03-15,11645.656200000005
1_12_2013-03-22,11792.167400000004
1_12_2013-03-29,11913.444099999997
1_12_2013-04-05,11894.222599999997
1_12_2013-04-12,11326.148299999999
1_12_2013-04-19,11421.815500000002
1_12_2013-04-26,12059.5084
1_12_2013-05-03,12167.293899999997
1_12_2013-05-10,11661.460499999997
1_12_2013-05-17,11662.205600000003
1_12_2013-05-24,11767.948600000005
1_12_2013-05-31,11557.685899999997
1_12_2013-06-07,11993.429399999997
1_12_2013-06-14,11024.492900000003
1_12_2013-06-21,11144.530600000007
1_12_2013-06-28,11331.6174
1_12_2013-07-05,11847.827099999997
1_12_2013-07-12,10573.072200000002
1_12_2013-07-19,11300.64290000001
1_12_2013-07-26,11256.082100000001
1_13_2012-11-02,43783.08899999999
1_13_2012-11-09,41208.60640000004
1_13_2012-11-16,38575.47159999998
1_13_2012-11-23,38785.8195
1_13_2012-11-30,39383.32439999998
1_13_2012-12-07,42475.56779999999
1_13_2012-12-14,36811.41659999998
1_13_2012-12-21,37335.27969999999
1_13_2012-12-28,36955.15590000002
1_13_2013-01-04,43668.552299999974
1_13_2013-01-11,39666.34420000003
1_13_2013-01-18,39126.72380000001
1_13_2013-01-25,39016.26840000001
1_13_2013-02-01,42667.22919999997
1_13_2013-02-08,42572.62240000003
1_13_2013-02-15,39150.65610000002
1_13_2013-02-22,39087.47650000002
1_13_2013-03-01,42764.07869999998
1_13_2013-03-08,42387.95730000003
1_13_2013-03-15,38830.6722
1_13_2013-03-22,38834.678
1_13_2013-03-29,39132.239199999996
1_13_2013-04-05,43845.05359999996
1_13_2013-04-12,38979.15389999999
1_13_2013-04-19,38785.52239999998
1_13_2013-04-26,38792.760799999975
1_13_2013-05-03,42097.746499999965
1_13_2013-05-10,39637.02190000001
1_13_2013-05-17,38051.47469999998
1_13_2013-05-24,38212.133999999984
1_13_2013-05-31,38371.93069999997
1_13_2013-06-07,41967.39439999997
1_13_2013-06-14,38473.2535
1_13_2013-06-21,38449.1749
1_13_2013-06-28,38168.905000000006
1_13_2013-07-05,42233.84199999999
1_13_2013-07-12,38386.623899999984
1_13_2013-07-19,38375.727799999986
1_13_2013-07-26,38242.63159999999
1_14_2012-11-02,12933.62952692307
1_14_2012-11-09,13142.45909182207
1_14_2012-11-16,16543.812826923073
1_14_2012-11-23,36414.696000000025
1_14_2012-11-30,29566.68440000001
1_14_2012-12-07,20963.463099999997
1_14_2012-12-14,25658.0096
1_14_2012-12-21,39534.25410000007
1_14_2012-12-28,28922.18370000001
1_14_2013-01-04,15551.001799999995
1_14_2013-01-11,15296.747900000006
1_14_2013-01-18,14357.362299999995
1_14_2013-01-25,13982.691800000008
1_14_2013-02-01,16966.31860000001
1_14_2013-02-08,17454.447400000012
1_14_2013-02-15,17739.40990000002
1_14_2013-02-22,17134.127400000012
1_14_2013-03-01,17855.141400000008
1_14_2013-03-08,16092.849700000013
1_14_2013-03-15,13917.548000000008
1_14_2013-03-22,13750.985600000007
1_14_2013-03-29,14795.108300000014
1_14_2013-04-05,15877.104800000014
1_14_2013-04-12,14834.6971
1_14_2013-04-19,14383.775000000001
1_14_2013-04-26,14355.195100000014
1_14_2013-05-03,14191.15215000001
1_14_2013-05-10,13758.820225000007
1_14_2013-05-17,13213.938891666678
1_14_2013-05-24,13028.144726666678
1_14_2013-05-31,13099.854883333343
1_14_2013-06-07,14040.443735000004
1_14_2013-06-14,13472.256635000005
1_14_2013-06-21,12961.488340000009
1_14_2013-06-28,12967.386900000014
1_14_2013-07-05,14128.724485000012
1_14_2013-07-12,13226.031655357143
1_14_2013-07-19,12543.563934756317
1_14_2013-07-26,12341.264812947511
1_16_2012-11-02,7041.289200000002
1_16_2012-11-09,6518.5703
1_16_2012-11-16,6078.7961
1_16_2012-11-23,7922.511199999993
1_16_2012-11-30,6904.153399999998
1_16_2012-12-07,5315.727099999997
1_16_2012-12-14,5266.6818
1_16_2012-12-21,6092.807500000004
1_16_2012-12-28,5730.587300000006
1_16_2013-01-04,11624.354
1_16_2013-01-11,11589.035699999999
1_16_2013-01-18,12053.2071
1_16_2013-01-25,13332.724800000004
1_16_2013-02-01,16127.349700000006
1_16_2013-02-08,17602.7506
1_16_2013-02-15,18393.937000000027
1_16_2013-02-22,22634.57120000002
1_16_2013-03-01,28457.750500000002
1_16_2013-03-08,29512.7275
1_16_2013-03-15,40708.72910000001
1_16_2013-03-22,44193.287887500024
1_16_2013-03-29,51134.59969999999
1_16_2013-04-05,53248.10610000003
1_16_2013-04-12,51967.89060000004
1_16_2013-04-19,45139.62398750002
1_16_2013-04-26,42435.415847499986
1_16_2013-05-03,41120.368688819915
1_16_2013-05-10,39318.808972153216
1_16_2013-05-17,38528.29296779423
1_16_2013-05-24,42287.680597794206
1_16_2013-05-31,42616.118692629374
1_16_2013-06-07,36895.160794450574
1_16_2013-06-14,36467.16396111722
1_16_2013-06-21,36304.68619945056
1_16_2013-06-28,35979.1678788095
1_16_2013-07-05,36518.65190000001
1_16_2013-07-12,26444.173680000004
1_16_2013-07-19,24709.78933333334
1_16_2013-07-26,23381.394833333346
1_17_2012-11-02,8113.952124444447
1_17_2012-11-09,8207.134749184705
1_17_2012-11-16,8616.373131428574
1_17_2012-11-23,12689.353799999997
1_17_2012-11-30,12561.956699999999
1_17_2012-12-07,11588.5935
1_17_2012-12-14,12695.131099999999
1_17_2012-12-21,15678.186699999998
1_17_2012-12-28,12145.16959999999
1_17_2013-01-04,9037.339500000004
1_17_2013-01-11,9144.886675000007
1_17_2013-01-18,8771.7852
1_17_2013-01-25,8140.09926666667
1_17_2013-02-01,9417.976499999993
1_17_2013-02-08,10215.974199999988
1_17_2013-02-15,10130.016108333331
1_17_2013-02-22,9490.372125
1_17_2013-03-01,10427.018100000003
1_17_2013-03-08,10392.599974999997
1_17_2013-03-15,9198.339365000002
1_17_2013-03-22,8277.288822030081
1_17_2013-03-29,8203.669830817958
1_17_2013-04-05,8571.232427121215
1_17_2013-04-12,8061.261140817952
1_17_2013-04-19,8362.789452030076
1_17_2013-04-26,8118.01267431002
1_17_2013-05-03,24709.702944332235
1_17_2013-05-10,24899.19572933223
1_17_2013-05-17,25021.875340806182
1_17_2013-05-24,24011.87765163953
1_17_2013-05-31,23376.8188319173
1_17_2013-06-07,24397.20721266558
1_17_2013-06-14,24161.962860059055
1_17_2013-06-21,23994.18788973477
1_17_2013-06-28,23051.20015413953
1_17_2013-07-05,24473.819912070343
1_17_2013-07-12,24587.858555574934
1_17_2013-07-19,24908.349275952394
1_17_2013-07-26,24286.35340424604
1_18_2012-11-02,12549.306213333335
1_18_2012-11-09,10337.86382772728
1_18_2012-11-16,13335.028800000002
1_18_2012-11-23,27293.028100000007
1_18_2012-11-30,22875.899899999993
1_18_2012-12-07,35537.754199999974
1_18_2012-12-14,29687.266300000018
1_18_2012-12-21,24557.026300000012
1_18_2012-12-28,21863.08209999999
1_18_2013-01-04,5246.643326558443
1_18_2013-01-11,3359.5179808909133
1_18_2013-01-18,3965.48727913145
1_18_2013-01-25,1936.0468324344786
1_18_2013-02-01,4336.617199379265
1_18_2013-02-08,11631.389139999992
1_18_2013-02-15,20386.079266507946
1_18_2013-02-22,5900.566740602241
1_18_2013-03-01,2090.191383492063
1_18_2013-03-08,2064.5041011111102
1_18_2013-03-15,1883.535020587566
1_18_2013-03-22,4889.2107837188805
1_18_2013-03-29,3109.0344714285707
1_18_2013-04-05,5418.225785396823
1_18_2013-04-12,2147.4439798529397
1_18_2013-04-19,553.7803876190477
1_18_2013-04-26,22.439633333333326
1_18_2013-05-03,178.83147857142853
1_18_2013-05-10,213.8085214285714
1_18_2013-05-17,217.03942976190473
1_18_2013-05-24,213.32157976190473
1_18_2013-06-07,217.03942976190473
1_18_2013-07-05,217.03942976190473
1_19_2012-11-02,1494.992699999999
1_19_2012-11-09,1490.33947142857
1_19_2012-11-16,1475.871999999999
1_19_2012-11-23,1457.7368999999992
1_19_2012-11-30,1499.5643999999995
1_19_2012-12-07,1577.1858714285702
1_19_2012-12-14,1591.4321999999988
1_19_2012-12-21,1660.563599999999
1_19_2012-12-28,1346.9855999999993
1_19_2013-01-04,1225.7998999999993
1_19_2013-01-11,1356.9343999999992
1_19_2013-01-18,1213.7318999999998
1_19_2013-01-25,1209.6699999999998
1_19_2013-02-01,1273.8926399999991
1_19_2013-02-08,1276.8550714285707
1_19_2013-02-15,1233.9177685714278
1_19_2013-02-22,1256.5854285714279
1_19_2013-03-01,1282.76174
1_19_2013-03-08,1359.6222114285702
1_19_2013-03-15,1275.4018685714277
1_19_2013-03-22,1302.073828571428
1_19_2013-03-29,1287.5469185714287
1_19_2013-04-05,1336.33942142857
1_19_2013-04-12,1351.516649999999
1_19_2013-04-19,1299.770978571428
1_19_2013-04-26,1258.2159185714286
1_19_2013-05-03,1244.9998882142854
1_19_2013-05-10,1290.3477253571423
1_19_2013-05-17,1242.3696454761907
1_19_2013-05-24,1164.1955978992412
1_19_2013-05-31,1175.8075017752103
1_19_2013-06-07,1181.428556887336
1_19_2013-06-14,1179.4208796254313
1_19_2013-06-21,1165.0696364706696
1_19_2013-06-28,1145.414384804003
1_19_2013-07-05,1178.520994056956
1_19_2013-07-12,1201.1292421557769
1_19_2013-07-19,1187.3324053700626
1_19_2013-07-26,1140.5925999533958
1_20_2012-11-02,3108.114891359372
1_20_2012-11-09,3086.4616246927058
1_20_2012-11-16,3054.9123353539653
1_20_2012-11-23,4816.811775000006
1_20_2012-11-30,3276.4014942104113
1_20_2012-12-07,3312.3200625571567
1_20_2012-12-14,3434.903768354162
1_20_2012-12-21,4535.99397115385
1_20_2012-12-28,4321.168325000006
1_20_2013-01-04,4553.328590796054
1_20_2013-01-11,4395.959419129388
1_20_2013-01-18,4390.707799605578
1_20_2013-01-25,4252.340429962722
1_20_2013-02-01,4855.861221661242
1_20_2013-02-08,5048.648323658737
1_20_2013-02-15,4653.66694830159
1_20_2013-02-22,4682.068362480709
1_20_2013-03-01,5103.446008542334
1_20_2013-03-08,5141.114809875668
1_20_2013-03-15,4328.331362505535
1_20_2013-03-22,4174.00058058677
1_20_2013-03-29,4337.019269241786
1_20_2013-04-05,4185.285951874224
1_20_2013-04-12,4067.926498540891
1_20_2013-04-19,4142.659223884028
1_20_2013-04-26,4242.77903675251
1_20_2013-05-03,5131.380420964536
1_20_2013-05-10,5188.732100294276
1_20_2013-05-17,5221.027563803296
1_20_2013-05-24,5290.5362496299995
1_20_2013-05-31,5327.961964333725
1_20_2013-06-07,5661.276722385741
1_20_2013-06-14,5217.680201835842
1_20_2013-06-21,5428.795600851325
1_20_2013-06-28,5429.362470376617
1_20_2013-07-05,5817.830779695799
1_20_2013-07-12,5308.5653127115
1_20_2013-07-19,5252.940440626389
1_20_2013-07-26,5141.068624574482
1_21_2012-11-02,7741.09637619048
1_21_2012-11-09,7921.237720634922
1_21_2012-11-16,8021.1029228571415
